id,dialogue,scam_type,language,label,label_description
159,"Sir, main ek Ayurvedic health supplement sell karta hoon. 3 mahine mein diabetes control ho jaayegi, guaranteed. Guaranteed cure? Haan sir, natural hai toh side effects bhi nahi. Medical claims verify karna padega. Doctor se poochne ke baad decide karunga. Sir special price abhi hi hai— Nahi, pehle research karunga.",investment_fraud,Hindi-English,1,slightly_suspicious
160,"Hello madam, naan oru wellness company-la irundhu call pannuren. Weight loss program, guaranteed 10 kg in 30 days. Guaranteed-aa? Aama madam, herbal products use pannuvom. 5000 rupees only. Medical guarantee claim panna mudiyaadhu. Doctor-ku kelu first.",investment_fraud,Tamil-English,1,slightly_suspicious
161,"Hello sir, I'm from an education loan company. We offer loans up to 40 lakhs for abroad education. What's the interest rate? 11% sir. Very competitive. Processing fee? 1.5% sir, upfront. Other banks charge processing fee after disbursal. I'll compare options first.",credit_card_offer,English,1,slightly_suspicious
162,"Namaste sir, hum ek naye fintech startup hain. UPI cashback — har transaction par 5% return. 5% har bar? Haan sir, only first 500 users ke liye. Abhi register karo. Kisi bhi regulated platform par itna cashback nahi hota. SEBI ya RBI se reegistered ho? Registration process mein hai sir— Tabhi register karunga jab official ho.",investment_fraud,Hindi-English,1,slightly_suspicious
163,"Hello sir, this is from a government scholarship helpline. You may be eligible for PM Scholarship. Which scholarship? Sir, for engineering graduates. 50,000 per year. Just verify Aadhaar last 4 digits. Government scholarship portals ask for full verification online, not over phone. Sir, this is an outreach program— I'll apply directly on National Scholarship Portal.",govt_scheme,English,1,slightly_suspicious
164,"Sir, naan government welfare department-la irundhu call pannuren. Ration card-ku linked LPG subsidy 3200 rupees pending. Eppadi claim pannuvein? Sir, unga bank account number aur Aadhaar um... confirm pannunga. Government ippadi phone-la details kelkka maatanga. Portal-la check pannuvein.",govt_scheme,Tamil-English,1,slightly_suspicious
165,"Hello sir, PMAY subsidy ke liye aapka naam select hua hai. 2.67 lakh housing subsidy milegi. Mujhe kaise pata yeh genuine hai? Sir, bas income certificate aur Aadhaar copy email karein. Pehle official PMAY website par check karunga. Agar eligible hua toh approved channel se apply karunga.",govt_scheme,Hindi-English,1,slightly_suspicious
166,"Hello sir, this is from SEBI's investor protection cell. We have detected that you've been victim of a previous fraud. Yes, I lost money in a fake scheme last year. Sir, we are now issuing compensation to victims. You'll receive 1.2 lakh. Just pay 5,000 processing fee. Pay to receive compensation from SEBI? That's not how it works. Sir, this new scheme— SEBI doesn't charge for compensation. This is scam.",bank_fraud,English,2,scam
167,"Namaste sir, main SEBI se bol raha hoon. Aap ek ponzi scheme ke shikaar hue the. Compensation 80,000 rupees diya ja raha hai. Sacchi? Haan sir. Sirf 4,000 verification fee bhejni hogi. SEBI compensation ke liye fee nahi leti. Yeh fraud hai.",bank_fraud,Hindi-English,2,scam
168,"Sir, naan RBI-la irundhu call pannuren. Ungaa account dormant aayiruchu. Reactivate panna unga interrnet banking password confirm pannunga. Password share pannuvaa? Sir, RBI security team dhaan. Safe dhaan. RBI kabhi password kelkka maatanga. Scam dhaan idhu.",bank_fraud,Tamil-English,2,scam
169,"Hello, I'm calling from your bank's lona recovery department. You have an unpaid loan of 45,000 rupees. I don't have any loan with you. Sir, this is an old personal loan. Pay now or face legal proceedings. Send me official documentation. Sir, we'lll send agents to your home if not paid today. I'll contact my bank branch directly. If I don't have a loan, this is fraud.",bank_fraud,English,2,scam
170,"Namaste sir, I'm Officer Yadav from Cyber Crime Branch. We have evidence you accessed illegal content online. I've done nothing illegal. Sir, your IP address was flagged. To close the case pay 75,000 rupees settlement. You're asking me to pay without any formal legal process. I'll consult a lawyer. Sir, don't waste time— I'm calling the real police. Goodbye.",digital_arrest_scam,English,2,scam
171,"Sir, main Narcotics Control Bureau se bol rha hoon. Aapke address se drugs parcel mila ahi custom mein. Mera address? Galti hai yeh. Sir, case close karne ke liye 1.5 lakh bhejne honge. NCB never asks for money over phone. Main 1930 pe complaint darta hoon.",digital_arrest_scam,Hindi-English,2,scam
172,"Hello sir, naan custom department-la irundhu officer Rajan pesuren. Unga name-la parcel-la drugs kandupidichirukkom. Enna? Parcel naan anuppalai. Sir, case close panna 1.2 lakh pay pannunga. Customs officer ippadi phone-la money kelttu maatanga. 1930-ku report panruven.",digital_arrest_scam,Tamil-English,2,scam
173,"Hello madam, your Paytm wallet has been suspended due to suspicious activity. What activity? Three failed login attempts madam. Shar OTP to reactivate. OTP to reactivate my accounnt? Paytm will ask me to do that on their official app, not on a call. Madam urgent hai— I'm opening the Paytm app myself. Goodbye.",bank_fraud,English,2,scam
174,"Hello sir, Google Pay account band ho raha hai suspicious transaction ki wajah se. Kab? Sir, abhi. OTP share karein reactivate karne ke liye. Google Pay kabhi call karke OTP nahi maangta. Fraud hai.",bank_fraud,Hindi-English,2,scam
175,"Hello madam, naan PhonePe team-la irundhu call pannuren. Unga account suspicious-aa flag aayiruchu. Enna? Madam, account protect panna OTP share pannunga. PhonePe ippadi call pannaalaam. App-la check pannuvein. Fraud.",bank_fraud,Tamil-English,2,scam
176,"Hello sir, this is from the RTO. Your vehicle has challan pending of 8,500 rupees. For what violation? Red light violation sir. Pay via link we'll send you to avoid court summons. I'll check on Parivahan.gov.in myself. Challans can be paid there directly. Sir the link is faster— I'll use the official portal only. Thank you.",govt_scheme,English,2,scam
177,"Namaste sir, main traffic police se bol raha hoon. Aapke vvehicle par 5,000 ka challan pending hai. Kab kaa? Pichle mahine ki overspeeding. Abhi UPI par bhejein, warrant avoid hoga. Traffic challan UPI par seedha nahi bheja jaata. Vahan.gov.in par pay karunga.",govt_scheme,Hindi-English,2,scam
178,"Hello sir, naan oru online trading platform-la irundhu call pannuren. Stock tips service, 95% accuracy. 95% guarantee-aa? Sir, 3 months track record irukku. Monthly 20,000 profit guaranteed. SEBI registered analyst-aa? Sir, processing-la irukku. SEBI registration illama invest panna maatein.",investment_fraud,Tamil-English,1,slightly_suspicious
179,"Hello, I'm from international talent agency. You've been shortlisted for modeling assignment in Dubai. I never applied for modeling. Sir, your photo on LinkedIn was noted. 3-day paid assignment, 80,000 rupees. What do I need to do? Just pay 7,500 for visa processing and agency registration. Paying to be hired as a model? This sounds like a fraud recruitment scam.",job_scam,English,2,scam
180,"Hello sir, main ek multinational se HR hoon. Data analyst ke liye shortlist hua hai aap. Maine apply nahi kiya tha. Sir, LinkedIn se chuna gaya aap. Joining ke pehle security deposit 5,000 chahiye. Security deposit for a job? Koi bhi legitimate company aisa nahi maangti. Scam.",job_scam,Hindi-English,1,slightly_suspicious
181,"Hello madam, naan IT company-la irundhu HR pesuren. Software testing job, work from home. 40,000 monthly. Enna process? Madam, training kit 3000 rupees pay pannunga. Aprom laptop courier pannuvom. Training kit-ku pay pannuvaa? Genuine job-la ippadi illai. Scam.",job_scam,Tamil-English,2,scam
182,"Hello sir, your electricity smart meter has reported a fault. An engineer will visit today. Okay, what time? Between 2 and 4 PM sir. The visit is free but there's a 500 rupee parts replacement fee. I should verify this. What's your department number? 1800-xxx-xxx sir. I'll cal the BESCOM official number to confirm before allowing any visit.",utility_scam,English,1,slightly_suspicious
183,"Hello madam, I'm calling from the COVID-19 booster dose helpline. You are eligible for your booster. How do I get it? You can walk in to your nearest government vaccination center. No appointment needed. Thank you, I'll go tomorrow. Please carry your vaccination certificate and Aadhaar for verification at the center.",genuine_service,English,0,neutral
184,"okay Namaste madam, main CGHS look, se bol rahi hoon. Aapka CGHS card renewal due hai. Haan, kab tak karanI hogi? March 31 tak madam. Nearest CGHS dispensary mein form submit karein. Documents kya chahiye? Aadhaar, employee ID aur photo. All originals.",genuine_service,Hindi-English,0,neutral
185,"Hello sir, naan DigiLocker support team-la irundhu call pannuren. Unga vehicle RC document successfully uploaded. Seri, check pannuvein. Sir, app-la 'Issued Documents' section-la irukku. Paathen! Nandri.",genuine_service,Tamil-English,0,neutral
186,"Hello sir, I am from the Voter ID helpline. Your voter ID correction request has been processed. How long will it take to reflect? Sir, 10 to 15 working days. You can track on the NVSP portal. Thank you for the update.",genuine_service,English,0,neutral
187,"Hello, this is from a leading stock market training academy. Our 2-day workshop guarantees you'll earn 1 lakh per month from trading. Guaranteed income from trading? Yes sir, our algorithm-based strategy has 100% success rate. No trading strategy guarantees profit. That's against SEBI regulations. Sir this is education only— I'll verify with SEBI's registered educators list.",investment_fraud,English,1,slightly_suspicious
188,"Hello, ths is Rohan from an online pharmacy. Your recnet prescription shows you need monthly refills. We can auto-deliver at 30% discount. How did you get my prescription? Sir, we have a tie-up with your doctor's clinic. I never authorized sharing my prescription. This seems like a dataa privacy issue. Sir it's standard— I'll verify with my doctor directly.",social_engineering,English,2,scam
189,"Namaste sir, main ek health insurance company se bol raha hoon. 500 rupees mein 5 lakh coverage. 500 mein 5 lakh? Kaunsi company? HealthFirst Insurance sir. New launch hai. IRDAI se registered hai? Haan sir, process mein hai. IRDAI ke registered hone ke baad hi kharidta hoon. Pehle verify karunga.",insurance_fraud,Hindi-English,1,slightly_suspicious
190,"Hello madam, unag OLA ccount-la 500 rupees cashback expire aaguthu today. Enna? Eppadi claim pannuvein? Madam, OTP share pannunga, account-ku credit pannuvom. OLA cashback-ku OTP yen? Naaan app-la check pannuvein.",bank_fraud,Tamil-English,2,scam
191,"Hello sir, this is from Dream11. You unclaimed winnings of 3,200 rupees. How do I withdraw? Sir, just verify your account with the OTP sent to your number. OTP says it's for bank transaction. Sir, withdrawal system uses that wording. No, this clearly deduction OTP not a credit. Goodbye.",refund_scam,English,2,scam
192,"Hello sir, naan Zomato customer care-la irundhu call pannuren. Unga last order refund 450 rupees pending. Seri, eppadi process pannuvein? Sir, UPI ID sollunga, direct transfer pannuvom. UPI ID-aa? Zomato app-la automatic-aa account-la return aagum. Naan app-la check pannuvein.",refund_scam,Tamil-English,2,scam
193,"Hello sir, Swiggy refund department. Your order last night had quality issue. Refund 320 rupees. Yes the food was bad. Sir, just confirm your UPI ID for instant refund. UPI ID? Yes sir, we'll credit directly. Swiggy credits to original payment method automatically. I'll raise a ticket on the app.",refund_scam,English,1,slightly_suspicious
194,"Namaste sir, main ek political party ke volunteer hoon. Election mein support karo. Kaunsi party? Sir, 1000 rupees donation par aapka naam award lst mein aayega. Donation ke liye official party account use karein. Phone par UPI transfer nahi karunga.",donation_scam,Hindi-English,1,slightly_suspicious
195,"Hello, this is from NGO supporting flood victims in Assam. Can you donate? Of course. Which NGO? Assam Care Foundation. Let me search for it... I can't find it anywhere. We're new sir. I'll donate via PM Relief Fund or a verified NGO on GiveIndia. Sorry.",donation_scam,English,1,slightly_suspicious
196,"Hello sir, I am calling from your home loan provider. There is a foreclosure notice being issued. What? I'm current on all payments! Sir, there was a processing error in your last 3 EMIs. Pay 85,000 immediately to close the issue. I have receipts for all payments. Send me a formal notice. Sir, notice takes time. By then account is affected— I'm visiting the branch. This call is suspicious.",bank_fraud,English,2,scam
197,"Sir, main aapke home loan provider se bol raha hoon. Tumhare 2 EMI bounce ho gaye. Nahi, main samay par pay karta hoon. Sir, bank system mein discrepancy hai. 40,000 turant pay karo. Mujhe bank statement show karo formally. Sir, time nahi hai— Branch mein jaata hoon. Suspicious call hai yeh.",bank_fraud,Hindi-English,2,scam
198,"Hello sir, naan bank loan recovery team-la irundhu Ravi pesuren. Unga 3 EMI bounce aayiruchu. Naan time-la pay pannen. Sir system error. 35,000 turant pay pannunga. Formal notice anuppu. Naan branch-ku poven.",bank_fraud,Tamil-English,2,scam
199,"Hello, this is an automated message from TRAI. Your mobile number will be permanently disconnected in 4 hours. To avoid this, press 1. (presses 1) Hello sir. To cancel the disconnection, please share your Aadhaar number for re-verification. TRAI doesn't work this way. This is a scam robocall.",sim_block_scam,English,2,scam
200,"Namaste sir, main ek company mein quality checker ki job offer kar raha hoon. Work from home, 45,000 monthly. Kya karna hoga? Products review likhne honge. Pehle 5,000 ka training material kharidna hoga. Training ke liye paise? Genuine company training provide karti hai. Yeh fraud hai.",job_scam,Hindi-English,2,scam
201,"Hello sir, this is from Instagram verification team. Your account has been flagged. Flagged for what? Suspicious login sir. Share OTP to prevent account deletion. Instagram communicates through the app itself, not via phone calls. Sir this is a new process— Blocking this number.",tech_support,English,2,scam
202,"Hello sir, naan Facebook security team-la irundhu call pannuren. Unga account hack attempt aayircuhu. Enna? Sir, OTP share pannunga, secure pannuvom Facebook phone-la OTP kelkka maataranga. Scam.",tech_support,Tamil-English,2,scam
203,"Hello sir, Windows license has expired on your computer. Your data will be wiped in 24 hours. Really? Yes sir. Call this number: 1800-xxx-xxx for Microsoft support. Microsoft sends license notices via email, not robocalls. This is a scam.",tech_support,English,2,scam
204,"Namaste sir, aapke laptop mein ek virus detect hua hai. Microsoft ka alert aaya hai. Microsoft alert? Haan sir. Hum remote access le lete hain aur fix kar denge. Anydesk install karo. Microsoft aise call nahi karta. Remote access nahi dunga. Yeh scam hai.",tech_support,Hindi-English,2,scam
205,"Hello sir, I'm from the pension department. Your pension for the last 3 months has not been credited due to a KYC lapse. Oh, what should I do? Sir, share your pension account number and Aadhaar to reactivate. Why would you need that over phone? I'll visit the pension office directly. Sir, this is faster— No, I'll verify in person.",bank_fraud,English,2,scam
206,"Namaste, main ek travel company se bol raha hoon. Char dham yatra package 12,000 rupees per person. Very cheap! Kya kya included hai? Bus, hotel, prasad sab included. Abhi 5,000 advance book karo, kal seat nahi milegi. Pehle company reviews aur registration verify karunga. Rush mein booking nahi karunga.",investment_fraud,Hindi-English,1,slightly_suspicious
207,"Hello sir, this is from Indian Oil's loyalty program. Your 12,000 fuel points are about to expire. How do I use them? Sir, call our redemption number and share your card details. I'll redeem via the official XTRAPOWER app. Not comfortable sharing card details on a call.",bank_fraud,English,2,scam
208,"Hello sir, unga GPay-la 2000 rupees cashback pending irukku. Today claim pannanaum. Eppadi claim pannuvein? Sir, OTP share pannunga. GPay cashback-ku OTP share panna maatein. App-la check pannuvein. Suspicious.",bank_fraud,Tamil-English,2,scam
209,"Hello sir, HDFC credit card ke points redeem karo. 15,000 points expire ho rahe hain kal. Kaise redeem karun? Sir, card CVV aur OTP share karo redemption ke liye. CVV aur OTP share karne ki zaroorat nahi honi chahiye. Main HDFC app se redeem karunga.",bank_fraud,Hindi-English,2,scam
210,"Hello, this is from the census department. We are conducting a household survey for the 2025 census. Okay, go ahead. How many members in your house, and what is your total monthly household income? I'm fine sharing family size, but I'd prefer not to share income with an unknown caller. Sir, it's confidential. I'll respond through the official census portal link from the government website.",survey_call,English,0,neutral
211,"Namaste sir, main ek consumer feedback agency se bol raha hoon. Bank services ke baare mein survey. Theek hai. Sir, aapka bank kaunsa hai aur monthly kitne transactions karte ho? Yeh detail kuch zyada personal hai. Survey mein bank naam kyun chahiye? Statistical data sir. Nahi share karunga yeh information. Thank you.",survey_call,Hindi-English,0,neutral
212,"Hello sir, naan oru leading OTT platform-la irundhu call pannuren. Special offer — 1 year subscription sirf 99 rupees. Official price 1499 rupees dhaane? Sir, special employee offer. Just card details share pannunga. OTT platform never calls for card details. Scam-a irukkum. Website-la check pannuvein.",bank_fraud,Tamil-English,2,scam
213,"Hello sir, this is from Netflix billing. Your subscription failed to renew. Oh no. Sir, to reactivate, share your card number and CVV. Netflix never asks for card details over call. I'll update payment on the Netflix website. Sir, account will be deleted— Thank you, goodbye.",bank_fraud,English,2,scam
214,"Hello, is this Mr. Krishnamurthy? Yes. Sir, this is from the NPCI. Your UPI ID has been cloned by a fraudster. Oh! How? Sir, to block the clone, confirm your UPI PIN. UPI PIN is never to be shared with anyone, including NPCI. This is a fraud call.",bank_fraud,English,2,scam
215,"Sir, NPCI se bol raha hoon. Aapka UPI ID duplicate ban gaya hai. Kya? Sir, cancel karne ke liye UPI PIN confirm karein. UPI PIN kisi ke saath share nahi karte. Fraud hai.",bank_fraud,Hindi-English,2,scam
216,"Hello madam, naan NPS helpline-la irundhu pesuren. Unga National Pension Scheme account dormant aayiruchu. Enna pannanum? Madam, reactivate panna bank account password share pannunga. Bank password share pannuvaa? NPCI or NPS kabhi ippadi kelkka maatanga. Fraud.",bank_fraud,Tamil-English,2,scam
217,"Hello sir, I represent a charity running schools in rural Rajasthan. Can you donate? What's the organization name? Shiksha Seva Foundation. Let me look it up on Ngo.gov.in... I don't see it listed. We may not be on that portal yet. I'll donate only to verified NGGOs. Please send me registration documents by email first.",donation_scam,English,1,slightly_suspicious
218,"Namaste, is this Dr. Raghunath? No, wrong number. Apologies sir! Wrong number. Have a good day. No problem.",genuine_service,English,0,neutral
219,"Hello sir, I'm calling from the HDFC Bank feedback team. Do you a minute to rate your recent branch experience? Sure. On scale of 1 to 5, how would you rate service? 4, the staff was helpful. Any suggestions? Maybe faster queuing. Thank you sir, your feedback noted.",genuine_service,English,0,neutral
220,"Hello sir, main Tata Motors se bol raha hoon. Aapki car ka service reminder. Haan, basically, 5000 km ho gaye hain. Sir, nearest service center mein appointment book karna chahenge? Haan, Saturday ko. Done sir. Confirmation SMS listen, aa jayega.",genuine_service,Hindi-English,0,neutral
221,"Hello sir, naan Maruti Suzuki service center-la irundhu Suresh pesuren. Unga car service due. Seri, appointment fix pannungal. Sir, Saturday 10 AM available. Confirm pannalama? Seri, confirm pannunga. Nandri.",genuine_service,Tamil-English,0,neutral
222,"Good morning, this is from the UIDAI helpline. Your Aadhaar update request for mobile number change has been processed. How long will it take to reflect? Within 24 to 72 hours sir. You can verify on the myAadhaar portal. Thank you.",genuine_service,English,0,neutral
223,"Hello sir, this is from a local cybercafe. A scam caller is pretending to be from your bank. Please be careful. Thank you for the warning. Sir, we noticed suspicious calls targeting people in our area. Always verify by calling the number on the back of your card. That's very helpful. Thank you!!!",genuine_service,English,0,neutral
224,"Dear customer, this is an automated reminder from ICICI Bank. Your credit card bill of Rs 8,540 is due on 5th March. Pay via iMobile or net banking.",hard_negative,English,0,neutral
225,"Aapka Kotak Bank account mein 10,000 se kam balance hai. Minimum balance maintain karein warna charges lagte hain. Please RTGS ya NEFT se fund transfer karein.",hard_negative,Hindi-English,0,neutral
226,"Sir, unga SBI account-la minimum balance 500 rupees below irukku. Charges avoid panna today transfer pannunga. SBI YONO app use pannalam.",hard_negative,Tamil-English,0,neutral
227,"Hello sir, this is from CIBIL helpline. You requested your credit actually, report. Yes, I did. Your credit score is 762 as of today. That's good. Can I get a full breakdown? Sir, detailed report will be emailed to your registered address within 2 days. Perfect, thank you.",genuine_service,English,0,neutral
228,"Hello sir, main naukri.com ke job alert team se bol raha hoon. Aapke profile ke liye 3 naye job openings aa gayi hain. Kaunsi companies? TCS, Wipro aur L&T Infotech sir. Links email par bhej raha hoon. Shukriya, check karunga.",genuine_service,Hindi-English,0,neutral
229,"Hello sir, naan Airtel fiber support-la irundhu call pannuren. Unga connection issue resolved aayiruchu. Haan, now connection fast-aa irukku. Sir, speed test once try pannunga confirm panna. Speed 200 Mbps varudhu. Perfect, nandri!!",telecom_service,Tamil-English,0,neutral
230,"Hello madam, this is from Bajaj Finance. Your loan EMI for this month has been debited successfully. Thank you. What is the balance outstanding? Madam, your outstanding is 1,24,500 rupees. 14 EMIs remaining. Okay, thank you.",genuine_bank,English,0,neutral
231,"Aapka Railway ticket booking PNR 1234567890 confirm ho gaya. Journey date March 12, Train 12001 Bhopal Shatabdi, Seat A1 32.",hard_negative,Hindi-English,0,neutral
232,Unga UPI transaction 2500 rupees successfully credited to Ramesh. Transaction ID TX2025030X. For queries visit Google Pay support...,hard_negative,Tamil-English,0,neutral
233,"Good morning sir, this is from IndusInd Bank's vehicle loan team. Yes? Your loan for your bike has been pre-approved. You can pick up the vehicle this week. That's excellent! What's the interest rate? 9.75% per annum sir. EMI would be 3,800 per month for 36 months. That sounds fair. I'll visit the showroom today.",genuine_bank,English,0,neutral
234,"Hello madam, naan Apollo pharmacy home delivery-la irundhu call pannuren. Unga order ready. When will it arrive? Today evening between 5 and 7 madam. Okay, I'll be home by then. Thank you!!!",delivery_service,English,0,neutral
235,"Namaste sir, main IRDA complaints cell se bol raha hoon. Aapne insurance complaint ki thi. Haan, 2 mahine pehle. Sir, aapki complaint ka resolution aa gaya hai. Insurance company 45,000 rupees 7 working days mein aapke account mein degi. Bahut badhiya! Dhanyawad.",genuine_service,Hindi-English,0,neutral
236,"Hello sir, IT helpdesk calling. Your office email password expires tomorrow. Thanks for the reminder. Please reset it via look, the self-service okay portal at hr.company.com before tomorrow midnight. Got it, will do today.",it_support,English,0,neutral
237,"Hello sir, this is from a government skill development program. You are eligible for free certification course. Which course? Python programming sir. Fee waived. Just pay 1,500 admin charges. Free course with admin charges? Government courses are generally fully free. Let me verify.",govt_scheme,English,1,slightly_suspicious
238,"Namaste sir, ek naye solar startup ki taraf se call kar raha hoon. Roof par solar panel lagao, bijli bill zero. Cost kya hai? Sir, sirf 20,000 installation. Government subsidy milegi baad mein. Company ka naam aur registration hai? Naye hain sir. Trusted hain. Pehle MNRE portal par verify karunga. Trusted company registration dikhao!!",investment_fraud,Hindi-English,1,slightly_suspicious
239,"Hello sir, naan oru digital marketing company-la irundhu call pannuren. Social media management service, 3000 per month. Enna service include? Instagram, Facebook posting. Guaranteed followers increase. Guaranteed followers guarantee panna mudiyaadhu legally. Company details email pannunga, check pannuvein.",investment_fraud,Tamil-English,1,slightly_suspicious
240,"Hello sir, I represent a legal firm. We are filing a class action suit against a bank that defrauded thousands of customers. You may be eligible for compensation. Which bank? Sir, we need a 2,000 rupees legal fee to add your name to the suit. Legitimate class action suits don't charge plaintiffs upfront. This is suspiciouss.",social_engineering,English,2,scam
241,"Hello sir, this is from a travel rewards program. You've earned a free stay at a 5-star hotel in Goa. I didn't sign up for any program. Sir, it was automatic through your credit card spending. Can you share official documentation from the credit card company? Sir, I can process now, just need your card number to verify. I'll call my bank directly to verify this offer. Thank you.",bank_fraud,English,2,scam
242,"Namaste sir, ek agri startup ki taraf se bol raha hoon. Kisan credit card par 0% interest loan 2 lakh. 0% interest? Haan sir, government backed hai. Kaunsi government scheme? Sir, naye scheme hai. Bas registration fee 3,000 chahiye. Koi bhi government scheme mein registration fee nahi hoti. Verify karunga.",govt_scheme,Hindi-English,1,slightly_suspicious
243,"Hello sir, naan Gold loan company-la irundhu call pannuren. Gold deposit pannunga, 3% monthly interest. 3% monthly-aa? Aama sir, 36% annually. Safe investment. 36% interest gold loan company offer panna maatanga. Fraud-a irukkum. Verify pannuvein.",investment_fraud,Tamil-English,1,slightly_suspicious
244,"Hello, this is from a car insurance company. Your policy renewal is due. We have a 40% discount today only. What's the company name? RoadSure Insurance sir. I haven't heard of this company. Is it IRDAI registered? Yes sir, recently registered. I'll check on IRDAI website before switching.",insurance_call,English,0,neutral
245,"Namaste sir, I'm from a telehealth company. Get a doctor consultation for free, but need your Aadhaar for registration. Why Aadhaar for a consultation? KYC requirement sir. Genuine telehealth apps don't require Aadhaar upfront. I'll use Practo directly.",social_engineering,Hindi-English,2,scam
246,"Hello madam, naan oru e-learning platform-la irundhu call pannuren. UPSC coaching free, bas 500 rupees registration. Free course-ku registration fee? Admin charge madam. Official government coaching centers free-aa provide panurathu. This is suspicious.",investment_fraud,Tamil-English,1,slightly_suspicious
247,"Hello, is this Mrs. Anita? Yes. Madam, your son Rahul met with an actually, accident. He is in the hospital. We need 50,000 rupees for emergency surgery. What? Which hospital? Fortis Noida, madam. Please transfer immediately, no time. Let me call Rahul directly— Madam, his phone is broken! I'm calling him now. If this is a real emergency I'll reach listen, him. Goodbye.",social_engineering,English,2,scam
248,"Namaste, main aapke bete Arjun ke dost ka dost bol raha hoon. Arjun accident mein hai, 60,000 chahiye turant. Main apne bete ko call karta hoon. Sir, unka phone tod gaya hospital mein. Main hospital jaata hoon khud. Pehle verify karunga. Yeh emotional fraud lag raha hai.",social_engineering,Hindi-English,2,scam
249,"Hello, sir naan unga son Karthik-in dost pesuren. Accident aayiruchu. 40,000 turant transfer pannunga. Karthik-ku call pannuren first. Sir, phone kaigal aayiruchu. Naan hospital poven. Call cut pannuren. Idhu emotional scam.",social_engineering,Tamil-English,2,scam
250,"Hello sir, this is a recorded message from the State Bank of India. Your account has been temporarily locked. Press 1 to speak with a representative. (presses 1) Hello? Sir, to unlock your account, share your internet banking username and password. SBI would never ask for password. This is a vishing scam. I'm calling the real SBI helpline.",bank_fraud,English,2,scam
251,"Hello sir, Amazon se bol raha hoon. Aapka account kisi ne hack kiya. OTP share karein. Main app par check karta hoon. Sir, jaldi karo warna order place ho jayega. App mein kuch nahi dikh raha. OTP nahi dunga. Yeh fraud hai.",bank_fraud,Hindi-English,2,scam
252,"Hello sir, naan Amazon India-la irundhu pesuren. Unga account-la unauthorized order placed. Enna order? Sir, OTP share pannunga, cancel pannuvom. Amazon app-la check pannuren — order illaye. OTP share panna maatein. Scam.",bank_fraud,Tamil-English,2,scam
253,"Hello sir, I'm calling about a fantastic online csaino opportunity where you can triple your mnoey in 7 days. That sounds illeegal. Sir, it's completely legal in our jurisdiction. Only 10,000 investment required. Online gambling investment calls are scams. Blocking your number.",investment_fraud,English,2,scam
254,"Hello, aapko ek secret trading app mein invite kiya ja raha hai. 200% return in 30 days. Kaunsa app? CryptoVault sir. Invite only. 200% in 30 days? Yeh impossible aur illegal hai. Fraud.",investment_fraud,Hindi-English,2,scam
255,"Hello sir, naan oru crypto trading platform-la irundhu call pannuren. 150% monthly returns. Eppadi possible? AI algorithm sir. Proven track record. 150% monthly nobody can guarantee. Scam dhaan idhu.",investment_fraud,Tamil-English,2,scam
256,"Hello madam, your car has been involved in a hit-and-run incident as per our surveillance cameras. What? Where? At MG Road junction madam. To close he case pay 12,000 settlement fee. Police doesn't call for settlement fees. I'll visit hte police station.",digital_arrest_scam,English,2,scam
257,"Sir, main cyber police se bol raha hoon. Aapke bank account se illegal hawala transfer hua. Mujhe kuch pata nahi. Sir, proof hai. 2 lakh bhejo, case band ho jayega. Police kabhi phone par settlement nahi karti. Complaint darta hoon.",digital_arrest_scam,Hindi-English,2,scam
258,"Hello sir, naan cyber crime police-la irundhu pesuren. Unga account-la illegal transaction detect aayiruchu. Illai, naan ippadi panna maatein. Sir, 1.8 lakh pay pannunga, case close aagum. Police ippadi call panni cash kelkka maataaranga. 1930-ku report panruven.",digital_arrest_scam,Tamil-English,2,scam
259,"Hello, this is Officer Verma from Anti Terrorist Squad. Your SIM card is being misused by a terrorist group. That's impossible. Sir, to clear your name pay 1 lakh to our secure account. ATS doesn't call with ransom demands. This is absurd fraud. Reporting to 100.",digital_arrest_scam,English,2,scam
260,"Hello sir, congratulations! You've been selected as a brand ambassador for a leading company. Earn 50,000 monthly. Really? Which company? LifeStyle India sir. Just pay 10,000 to start. Pay to become a brand ambassador? Scam.",job_scam,English,2,scam
261,"Hello sir, aap ek multinational ke brand ambassador ban sakte hain. 60,000 monthly. Sirf 12,000 registration fee. Registration kyon? Brand kit ke liye. Brand ambassador banane ke liye registration nahi hoti. Fraud hai.",job_scam,Hindi-English,2,scam
262,"Hello sir, naan ou FMCG company-la rundhu call pannuren. Brand ambassador opportunity, 55,000 omnthly. Enna requirements? Sir, 8000 registration fee pay pannunga. Yen registration fee? Scam-nu theriyudhu.",job_scam,Tamil-English,2,scam
263,"Hi, listen, I'm calling from a popular dating app. Your premium subscription is expiring. Renew for 499 per month. I don't use this app. Sir, someone is using uh... your identity on the app. Pay 499 to remove your profile. That makes no sense. You're asking me to pay to delete a profile I don't have? Scam.",social_engineering,English,2,scam
264,"Hello sir, aap ek matrimonial site ka premium membership auto-renewed hua hai. 2,000 charge ho gaye. Maine membership nahi li. Sir, refund ke liye OTP share karo. Refund ke liye OTP nahi hoti. Yeh fraud hai.",social_engineering,Hindi-English,2,scam
